Policy snapshot for mountaincar
Format: state -> best action | action probabilities
state=(0.1846153919513409, 0.0341025642477549): best=0 (0.768) | probs: 0:0.768, 1:0.131, 2:0.101
state=(0.1846153919513409, 0.03769230785278173): best=0 (0.768) | probs: 0:0.768, 1:0.131, 2:0.101
state=(0.1846153919513409, 0.04128205145780857): best=0 (0.768) | probs: 0:0.768, 1:0.132, 2:0.101
state=(0.1846153919513409, 0.044871795062835396): best=0 (0.767) | probs: 0:0.767, 1:0.132, 2:0.101
state=(0.1846153919513409, 0.04846153866786222): best=0 (0.767) | probs: 0:0.767, 1:0.133, 2:0.101
state=(0.1846153919513409, 0.05205128227288906): best=0 (0.767) | probs: 0:0.767, 1:0.133, 2:0.100
state=(0.1846153919513409, 0.05564102587791589): best=0 (0.766) | probs: 0:0.766, 1:0.133, 2:0.100
state=(0.1846153919513409, 0.05923076948294273): best=0 (0.766) | probs: 0:0.766, 1:0.134, 2:0.100
state=(0.1846153919513409, 0.06282051308796954): best=0 (0.766) | probs: 0:0.766, 1:0.134, 2:0.100
state=(0.1846153919513409, 0.06641025669299638): best=0 (0.766) | probs: 0:0.766, 1:0.134, 2:0.100
state=(0.1846153919513409, 0.07000000029802322): best=0 (0.766) | probs: 0:0.766, 1:0.134, 2:0.100
state=(0.23076923993917609, -0.07000000029802322): best=0 (0.689) | probs: 0:0.689, 1:0.156, 2:0.155
state=(0.23076923993917609, -0.0664102566929964): best=0 (0.687) | probs: 0:0.687, 1:0.157, 2:0.155
state=(0.23076923993917609, -0.06282051308796956): best=0 (0.686) | probs: 0:0.686, 1:0.159, 2:0.155
state=(0.23076923993917609, -0.05923076948294273): best=0 (0.684) | probs: 0:0.684, 1:0.160, 2:0.156
state=(0.23076923993917609, -0.055641025877915896): best=0 (0.682) | probs: 0:0.682, 1:0.162, 2:0.156
state=(0.23076923993917609, -0.05205128227288906): best=0 (0.681) | probs: 0:0.681, 1:0.163, 2:0.156
state=(0.23076923993917609, -0.048461538667862236): best=0 (0.679) | probs: 0:0.679, 1:0.165, 2:0.156
state=(0.23076923993917609, -0.0448717950628354): best=0 (0.678) | probs: 0:0.678, 1:0.166, 2:0.156
state=(0.23076923993917609, -0.04128205145780857): best=0 (0.676) | probs: 0:0.676, 1:0.168, 2:0.156
state=(0.23076923993917609, -0.037692307852781735): best=0 (0.675) | probs: 0:0.675, 1:0.169, 2:0.156
state=(0.23076923993917609, -0.0341025642477549): best=0 (0.673) | probs: 0:0.673, 1:0.170, 2:0.156
state=(0.23076923993917609, -0.030512820642728075): best=0 (0.672) | probs: 0:0.672, 1:0.172, 2:0.156
state=(0.23076923993917609, -0.02692307703770124): best=0 (0.671) | probs: 0:0.671, 1:0.173, 2:0.156
state=(0.23076923993917609, -0.023333333432674408): best=0 (0.669) | probs: 0:0.669, 1:0.174, 2:0.156
state=(0.23076923993917609, -0.01974358982764758): best=0 (0.668) | probs: 0:0.668, 1:0.176, 2:0.156
state=(0.23076923993917609, -0.016153846222620748): best=0 (0.667) | probs: 0:0.667, 1:0.177, 2:0.156
state=(0.23076923993917609, -0.012564102617593914): best=0 (0.666) | probs: 0:0.666, 1:0.178, 2:0.156
state=(0.23076923993917609, -0.00897435901256708): best=0 (0.664) | probs: 0:0.664, 1:0.179, 2:0.156
state=(0.23076923993917609, -0.005384615407540247): best=0 (0.663) | probs: 0:0.663, 1:0.180, 2:0.156
state=(0.23076923993917609, -0.0017948718025134203): best=0 (0.662) | probs: 0:0.662, 1:0.181, 2:0.156
state=(0.23076923993917609, 0.0017948718025134203): best=0 (0.661) | probs: 0:0.661, 1:0.182, 2:0.156
state=(0.23076923993917609, 0.005384615407540247): best=0 (0.660) | probs: 0:0.660, 1:0.183, 2:0.156
state=(0.23076923993917609, 0.008974359012567074): best=0 (0.659) | probs: 0:0.659, 1:0.184, 2:0.156
state=(0.23076923993917609, 0.012564102617593914): best=0 (0.659) | probs: 0:0.659, 1:0.185, 2:0.156
state=(0.23076923993917609, 0.01615384622262074): best=0 (0.658) | probs: 0:0.658, 1:0.186, 2:0.156
state=(0.23076923993917609, 0.019743589827647567): best=0 (0.657) | probs: 0:0.657, 1:0.187, 2:0.156
state=(0.23076923993917609, 0.023333333432674408): best=0 (0.656) | probs: 0:0.656, 1:0.188, 2:0.156
state=(0.23076923993917609, 0.026923077037701235): best=0 (0.656) | probs: 0:0.656, 1:0.189, 2:0.156
state=(0.23076923993917609, 0.03051282064272806): best=0 (0.655) | probs: 0:0.655, 1:0.189, 2:0.156
state=(0.23076923993917609, 0.0341025642477549): best=0 (0.654) | probs: 0:0.654, 1:0.190, 2:0.156
state=(0.23076923993917609, 0.03769230785278173): best=0 (0.654) | probs: 0:0.654, 1:0.191, 2:0.155
state=(0.23076923993917609, 0.04128205145780857): best=0 (0.653) | probs: 0:0.653, 1:0.191, 2:0.155
state=(0.23076923993917609, 0.044871795062835396): best=0 (0.653) | probs: 0:0.653, 1:0.192, 2:0.155
state=(0.23076923993917609, 0.04846153866786222): best=0 (0.653) | probs: 0:0.653, 1:0.192, 2:0.155
state=(0.23076923993917609, 0.05205128227288906): best=0 (0.652) | probs: 0:0.652, 1:0.193, 2:0.155
state=(0.23076923993917609, 0.05564102587791589): best=0 (0.652) | probs: 0:0.652, 1:0.193, 2:0.155
state=(0.23076923993917609, 0.05923076948294273): best=0 (0.652) | probs: 0:0.652, 1:0.194, 2:0.154
state=(0.23076923993917609, 0.06282051308796954): best=0 (0.652) | probs: 0:0.652, 1:0.194, 2:0.154
state=(0.23076923993917609, 0.06641025669299638): best=0 (0.651) | probs: 0:0.651, 1:0.195, 2:0.154
state=(0.23076923993917609, 0.07000000029802322): best=0 (0.651) | probs: 0:0.651, 1:0.195, 2:0.154
state=(0.27692308792701126, -0.07000000029802322): best=0 (0.571) | probs: 0:0.571, 1:0.209, 2:0.219
state=(0.27692308792701126, -0.0664102566929964): best=0 (0.569) | probs: 0:0.569, 1:0.211, 2:0.219
state=(0.27692308792701126, -0.06282051308796956): best=0 (0.567) | probs: 0:0.567, 1:0.213, 2:0.219
state=(0.27692308792701126, -0.05923076948294273): best=0 (0.566) | probs: 0:0.566, 1:0.215, 2:0.219
state=(0.27692308792701126, -0.055641025877915896): best=0 (0.564) | probs: 0:0.564, 1:0.217, 2:0.219
state=(0.27692308792701126, -0.05205128227288906): best=0 (0.562) | probs: 0:0.562, 1:0.219, 2:0.219
state=(0.27692308792701126, -0.048461538667862236): best=0 (0.560) | probs: 0:0.560, 1:0.220, 2:0.219
state=(0.27692308792701126, -0.0448717950628354): best=0 (0.558) | probs: 0:0.558, 1:0.222, 2:0.219
state=(0.27692308792701126, -0.04128205145780857): best=0 (0.557) | probs: 0:0.557, 1:0.224, 2:0.219
state=(0.27692308792701126, -0.037692307852781735): best=0 (0.555) | probs: 0:0.555, 1:0.225, 2:0.219
state=(0.27692308792701126, -0.0341025642477549): best=0 (0.554) | probs: 0:0.554, 1:0.227, 2:0.219
state=(0.27692308792701126, -0.030512820642728075): best=0 (0.552) | probs: 0:0.552, 1:0.229, 2:0.219
state=(0.27692308792701126, -0.02692307703770124): best=0 (0.551) | probs: 0:0.551, 1:0.230, 2:0.219
state=(0.27692308792701126, -0.023333333432674408): best=0 (0.549) | probs: 0:0.549, 1:0.232, 2:0.219
state=(0.27692308792701126, -0.01974358982764758): best=0 (0.548) | probs: 0:0.548, 1:0.233, 2:0.219
state=(0.27692308792701126, -0.016153846222620748): best=0 (0.547) | probs: 0:0.547, 1:0.235, 2:0.219
state=(0.27692308792701126, -0.012564102617593914): best=0 (0.545) | probs: 0:0.545, 1:0.236, 2:0.219
state=(0.27692308792701126, -0.00897435901256708): best=0 (0.544) | probs: 0:0.544, 1:0.237, 2:0.219
state=(0.27692308792701126, -0.005384615407540247): best=0 (0.543) | probs: 0:0.543, 1:0.239, 2:0.218
state=(0.27692308792701126, -0.0017948718025134203): best=0 (0.542) | probs: 0:0.542, 1:0.240, 2:0.218
state=(0.27692308792701126, 0.0017948718025134203): best=0 (0.541) | probs: 0:0.541, 1:0.241, 2:0.218
state=(0.27692308792701126, 0.005384615407540247): best=0 (0.540) | probs: 0:0.540, 1:0.242, 2:0.218
state=(0.27692308792701126, 0.008974359012567074): best=0 (0.539) | probs: 0:0.539, 1:0.243, 2:0.218
state=(0.27692308792701126, 0.012564102617593914): best=0 (0.538) | probs: 0:0.538, 1:0.245, 2:0.218
state=(0.27692308792701126, 0.01615384622262074): best=0 (0.537) | probs: 0:0.537, 1:0.246, 2:0.217
state=(0.27692308792701126, 0.019743589827647567): best=0 (0.536) | probs: 0:0.536, 1:0.247, 2:0.217
state=(0.27692308792701126, 0.023333333432674408): best=0 (0.535) | probs: 0:0.535, 1:0.248, 2:0.217
state=(0.27692308792701126, 0.026923077037701235): best=0 (0.535) | probs: 0:0.535, 1:0.249, 2:0.217
state=(0.27692308792701126, 0.03051282064272806): best=0 (0.534) | probs: 0:0.534, 1:0.249, 2:0.216
state=(0.27692308792701126, 0.0341025642477549): best=0 (0.534) | probs: 0:0.534, 1:0.250, 2:0.216
state=(0.27692308792701126, 0.03769230785278173): best=0 (0.533) | probs: 0:0.533, 1:0.251, 2:0.216
state=(0.27692308792701126, 0.04128205145780857): best=0 (0.532) | probs: 0:0.532, 1:0.252, 2:0.216
state=(0.27692308792701126, 0.044871795062835396): best=0 (0.532) | probs: 0:0.532, 1:0.252, 2:0.216
state=(0.27692308792701126, 0.04846153866786222): best=0 (0.532) | probs: 0:0.532, 1:0.253, 2:0.215
state=(0.27692308792701126, 0.05205128227288906): best=0 (0.531) | probs: 0:0.531, 1:0.254, 2:0.215
state=(0.27692308792701126, 0.05564102587791589): best=0 (0.531) | probs: 0:0.531, 1:0.254, 2:0.215
state=(0.27692308792701126, 0.05923076948294273): best=0 (0.531) | probs: 0:0.531, 1:0.255, 2:0.214
state=(0.27692308792701126, 0.06282051308796954): best=0 (0.531) | probs: 0:0.531, 1:0.255, 2:0.214
state=(0.27692308792701126, 0.06641025669299638): best=0 (0.530) | probs: 0:0.530, 1:0.256, 2:0.214
state=(0.27692308792701126, 0.07000000029802322): best=0 (0.530) | probs: 0:0.530, 1:0.256, 2:0.214
state=(0.32307693591484643, -0.07000000029802322): best=0 (0.461) | probs: 0:0.461, 1:0.257, 2:0.282
state=(0.32307693591484643, -0.0664102566929964): best=0 (0.459) | probs: 0:0.459, 1:0.259, 2:0.282
state=(0.32307693591484643, -0.06282051308796956): best=0 (0.457) | probs: 0:0.457, 1:0.261, 2:0.281
state=(0.32307693591484643, -0.05923076948294273): best=0 (0.455) | probs: 0:0.455, 1:0.263, 2:0.281
state=(0.32307693591484643, -0.055641025877915896): best=0 (0.454) | probs: 0:0.454, 1:0.265, 2:0.281
state=(0.32307693591484643, -0.05205128227288906): best=0 (0.452) | probs: 0:0.452, 1:0.267, 2:0.281
state=(0.32307693591484643, -0.048461538667862236): best=0 (0.450) | probs: 0:0.450, 1:0.269, 2:0.281
state=(0.32307693591484643, -0.0448717950628354): best=0 (0.448) | probs: 0:0.448, 1:0.271, 2:0.280
state=(0.32307693591484643, -0.04128205145780857): best=0 (0.447) | probs: 0:0.447, 1:0.273, 2:0.280
state=(0.32307693591484643, -0.037692307852781735): best=0 (0.445) | probs: 0:0.445, 1:0.275, 2:0.280
state=(0.32307693591484643, -0.0341025642477549): best=0 (0.444) | probs: 0:0.444, 1:0.277, 2:0.280
state=(0.32307693591484643, -0.030512820642728075): best=0 (0.442) | probs: 0:0.442, 1:0.278, 2:0.279
state=(0.32307693591484643, -0.02692307703770124): best=0 (0.441) | probs: 0:0.441, 1:0.280, 2:0.279
state=(0.32307693591484643, -0.023333333432674408): best=0 (0.439) | probs: 0:0.439, 1:0.282, 2:0.279
state=(0.32307693591484643, -0.01974358982764758): best=0 (0.438) | probs: 0:0.438, 1:0.283, 2:0.279
state=(0.32307693591484643, -0.016153846222620748): best=0 (0.437) | probs: 0:0.437, 1:0.285, 2:0.278
state=(0.32307693591484643, -0.012564102617593914): best=0 (0.436) | probs: 0:0.436, 1:0.286, 2:0.278
state=(0.32307693591484643, -0.00897435901256708): best=0 (0.434) | probs: 0:0.434, 1:0.288, 2:0.278
state=(0.32307693591484643, -0.005384615407540247): best=0 (0.433) | probs: 0:0.433, 1:0.289, 2:0.277
state=(0.32307693591484643, -0.0017948718025134203): best=0 (0.432) | probs: 0:0.432, 1:0.291, 2:0.277
state=(0.32307693591484643, 0.0017948718025134203): best=0 (0.431) | probs: 0:0.431, 1:0.292, 2:0.277
state=(0.32307693591484643, 0.005384615407540247): best=0 (0.430) | probs: 0:0.430, 1:0.293, 2:0.276
state=(0.32307693591484643, 0.008974359012567074): best=0 (0.429) | probs: 0:0.429, 1:0.295, 2:0.276
state=(0.32307693591484643, 0.012564102617593914): best=0 (0.429) | probs: 0:0.429, 1:0.296, 2:0.276
state=(0.32307693591484643, 0.01615384622262074): best=0 (0.428) | probs: 0:0.428, 1:0.297, 2:0.275
state=(0.32307693591484643, 0.019743589827647567): best=0 (0.427) | probs: 0:0.427, 1:0.298, 2:0.275
state=(0.32307693591484643, 0.023333333432674408): best=0 (0.426) | probs: 0:0.426, 1:0.299, 2:0.275
state=(0.32307693591484643, 0.026923077037701235): best=0 (0.426) | probs: 0:0.426, 1:0.300, 2:0.274
state=(0.32307693591484643, 0.03051282064272806): best=0 (0.425) | probs: 0:0.425, 1:0.301, 2:0.274
state=(0.32307693591484643, 0.0341025642477549): best=0 (0.424) | probs: 0:0.424, 1:0.302, 2:0.274
state=(0.32307693591484643, 0.03769230785278173): best=0 (0.424) | probs: 0:0.424, 1:0.303, 2:0.273
state=(0.32307693591484643, 0.04128205145780857): best=0 (0.423) | probs: 0:0.423, 1:0.304, 2:0.273
state=(0.32307693591484643, 0.044871795062835396): best=0 (0.423) | probs: 0:0.423, 1:0.304, 2:0.273
state=(0.32307693591484643, 0.04846153866786222): best=0 (0.423) | probs: 0:0.423, 1:0.305, 2:0.272
state=(0.32307693591484643, 0.05205128227288906): best=0 (0.422) | probs: 0:0.422, 1:0.306, 2:0.272
state=(0.32307693591484643, 0.05564102587791589): best=0 (0.422) | probs: 0:0.422, 1:0.306, 2:0.272
state=(0.32307693591484643, 0.05923076948294273): best=0 (0.422) | probs: 0:0.422, 1:0.307, 2:0.271
state=(0.32307693591484643, 0.06282051308796954): best=0 (0.422) | probs: 0:0.422, 1:0.307, 2:0.271
state=(0.32307693591484643, 0.06641025669299638): best=0 (0.422) | probs: 0:0.422, 1:0.308, 2:0.270
state=(0.32307693591484643, 0.07000000029802322): best=0 (0.422) | probs: 0:0.422, 1:0.308, 2:0.270
state=(0.3692307839026816, -0.07000000029802322): best=0 (0.372) | probs: 0:0.372, 1:0.294, 2:0.334
state=(0.3692307839026816, -0.0664102566929964): best=0 (0.370) | probs: 0:0.370, 1:0.296, 2:0.334
state=(0.3692307839026816, -0.06282051308796956): best=0 (0.368) | probs: 0:0.368, 1:0.298, 2:0.334
state=(0.3692307839026816, -0.05923076948294273): best=0 (0.366) | probs: 0:0.366, 1:0.301, 2:0.333
state=(0.3692307839026816, -0.055641025877915896): best=0 (0.365) | probs: 0:0.365, 1:0.303, 2:0.333
state=(0.3692307839026816, -0.05205128227288906): best=0 (0.363) | probs: 0:0.363, 1:0.305, 2:0.332
state=(0.3692307839026816, -0.048461538667862236): best=0 (0.361) | probs: 0:0.361, 1:0.307, 2:0.332
state=(0.3692307839026816, -0.0448717950628354): best=0 (0.360) | probs: 0:0.360, 1:0.309, 2:0.331
state=(0.3692307839026816, -0.04128205145780857): best=0 (0.358) | probs: 0:0.358, 1:0.311, 2:0.331
state=(0.3692307839026816, -0.037692307852781735): best=0 (0.357) | probs: 0:0.357, 1:0.312, 2:0.331
state=(0.3692307839026816, -0.0341025642477549): best=0 (0.356) | probs: 0:0.356, 1:0.314, 2:0.330
state=(0.3692307839026816, -0.030512820642728075): best=0 (0.354) | probs: 0:0.354, 1:0.316, 2:0.330
state=(0.3692307839026816, -0.02692307703770124): best=0 (0.353) | probs: 0:0.353, 1:0.318, 2:0.329
state=(0.3692307839026816, -0.023333333432674408): best=0 (0.352) | probs: 0:0.352, 1:0.319, 2:0.329
state=(0.3692307839026816, -0.01974358982764758): best=0 (0.351) | probs: 0:0.351, 1:0.321, 2:0.328
state=(0.3692307839026816, -0.016153846222620748): best=0 (0.349) | probs: 0:0.349, 1:0.323, 2:0.328
state=(0.3692307839026816, -0.012564102617593914): best=0 (0.348) | probs: 0:0.348, 1:0.324, 2:0.327
state=(0.3692307839026816, -0.00897435901256708): best=0 (0.347) | probs: 0:0.347, 1:0.326, 2:0.327
state=(0.3692307839026816, -0.005384615407540247): best=0 (0.346) | probs: 0:0.346, 1:0.327, 2:0.326
state=(0.3692307839026816, -0.0017948718025134203): best=0 (0.345) | probs: 0:0.345, 1:0.329, 2:0.326
state=(0.3692307839026816, 0.0017948718025134203): best=0 (0.344) | probs: 0:0.344, 1:0.330, 2:0.325
state=(0.3692307839026816, 0.005384615407540247): best=0 (0.344) | probs: 0:0.344, 1:0.331, 2:0.325
state=(0.3692307839026816, 0.008974359012567074): best=0 (0.343) | probs: 0:0.343, 1:0.333, 2:0.325
state=(0.3692307839026816, 0.012564102617593914): best=0 (0.342) | probs: 0:0.342, 1:0.334, 2:0.324
state=(0.3692307839026816, 0.01615384622262074): best=0 (0.341) | probs: 0:0.341, 1:0.335, 2:0.324
state=(0.3692307839026816, 0.019743589827647567): best=0 (0.341) | probs: 0:0.341, 1:0.336, 2:0.323
state=(0.3692307839026816, 0.023333333432674408): best=0 (0.340) | probs: 0:0.340, 1:0.337, 2:0.323
state=(0.3692307839026816, 0.026923077037701235): best=0 (0.339) | probs: 0:0.339, 1:0.338, 2:0.322
state=(0.3692307839026816, 0.03051282064272806): best=1 (0.339) | probs: 0:0.339, 1:0.339, 2:0.322
state=(0.3692307839026816, 0.0341025642477549): best=1 (0.340) | probs: 0:0.338, 1:0.340, 2:0.321
state=(0.3692307839026816, 0.03769230785278173): best=1 (0.341) | probs: 0:0.338, 1:0.341, 2:0.321
state=(0.3692307839026816, 0.04128205145780857): best=1 (0.342) | probs: 0:0.338, 1:0.342, 2:0.320
state=(0.3692307839026816, 0.044871795062835396): best=1 (0.343) | probs: 0:0.337, 1:0.343, 2:0.320
state=(0.3692307839026816, 0.04846153866786222): best=1 (0.344) | probs: 0:0.337, 1:0.344, 2:0.320
state=(0.3692307839026816, 0.05205128227288906): best=1 (0.344) | probs: 0:0.337, 1:0.344, 2:0.319
state=(0.3692307839026816, 0.05564102587791589): best=1 (0.345) | probs: 0:0.336, 1:0.345, 2:0.319
state=(0.3692307839026816, 0.05923076948294273): best=1 (0.346) | probs: 0:0.336, 1:0.346, 2:0.318
state=(0.3692307839026816, 0.06282051308796954): best=1 (0.346) | probs: 0:0.336, 1:0.346, 2:0.318
state=(0.3692307839026816, 0.06641025669299638): best=1 (0.347) | probs: 0:0.336, 1:0.347, 2:0.317
state=(0.3692307839026816, 0.07000000029802322): best=1 (0.347) | probs: 0:0.336, 1:0.347, 2:0.317
state=(0.415384631890517, -0.07000000029802322): best=2 (0.374) | probs: 0:0.307, 1:0.319, 2:0.374
state=(0.415384631890517, -0.0664102566929964): best=2 (0.373) | probs: 0:0.305, 1:0.321, 2:0.373
state=(0.415384631890517, -0.06282051308796956): best=2 (0.373) | probs: 0:0.304, 1:0.324, 2:0.373
state=(0.415384631890517, -0.05923076948294273): best=2 (0.372) | probs: 0:0.302, 1:0.326, 2:0.372
state=(0.415384631890517, -0.055641025877915896): best=2 (0.371) | probs: 0:0.301, 1:0.328, 2:0.371
state=(0.415384631890517, -0.05205128227288906): best=2 (0.371) | probs: 0:0.299, 1:0.330, 2:0.371
state=(0.415384631890517, -0.048461538667862236): best=2 (0.370) | probs: 0:0.298, 1:0.332, 2:0.370
state=(0.415384631890517, -0.0448717950628354): best=2 (0.370) | probs: 0:0.297, 1:0.334, 2:0.370
state=(0.415384631890517, -0.04128205145780857): best=2 (0.369) | probs: 0:0.295, 1:0.336, 2:0.369
state=(0.415384631890517, -0.037692307852781735): best=2 (0.368) | probs: 0:0.294, 1:0.338, 2:0.368
state=(0.415384631890517, -0.0341025642477549): best=2 (0.368) | probs: 0:0.293, 1:0.339, 2:0.368
state=(0.415384631890517, -0.030512820642728075): best=2 (0.367) | probs: 0:0.292, 1:0.341, 2:0.367
state=(0.415384631890517, -0.02692307703770124): best=2 (0.367) | probs: 0:0.290, 1:0.343, 2:0.367
state=(0.415384631890517, -0.023333333432674408): best=2 (0.366) | probs: 0:0.289, 1:0.345, 2:0.366
state=(0.415384631890517, -0.01974358982764758): best=2 (0.365) | probs: 0:0.288, 1:0.346, 2:0.365
state=(0.415384631890517, -0.016153846222620748): best=2 (0.365) | probs: 0:0.287, 1:0.348, 2:0.365
state=(0.415384631890517, -0.012564102617593914): best=2 (0.364) | probs: 0:0.286, 1:0.350, 2:0.364
state=(0.415384631890517, -0.00897435901256708): best=2 (0.364) | probs: 0:0.285, 1:0.351, 2:0.364
state=(0.415384631890517, -0.005384615407540247): best=2 (0.363) | probs: 0:0.285, 1:0.353, 2:0.363
state=(0.415384631890517, -0.0017948718025134203): best=2 (0.362) | probs: 0:0.284, 1:0.354, 2:0.362
state=(0.415384631890517, 0.0017948718025134203): best=2 (0.362) | probs: 0:0.283, 1:0.355, 2:0.362
state=(0.415384631890517, 0.005384615407540247): best=2 (0.361) | probs: 0:0.282, 1:0.357, 2:0.361
state=(0.415384631890517, 0.008974359012567074): best=2 (0.361) | probs: 0:0.281, 1:0.358, 2:0.361
state=(0.415384631890517, 0.012564102617593914): best=2 (0.360) | probs: 0:0.281, 1:0.359, 2:0.360
state=(0.415384631890517, 0.01615384622262074): best=1 (0.360) | probs: 0:0.280, 1:0.360, 2:0.360
state=(0.415384631890517, 0.019743589827647567): best=1 (0.361) | probs: 0:0.280, 1:0.361, 2:0.359
state=(0.415384631890517, 0.023333333432674408): best=1 (0.363) | probs: 0:0.279, 1:0.363, 2:0.358
state=(0.415384631890517, 0.026923077037701235): best=1 (0.364) | probs: 0:0.279, 1:0.364, 2:0.358
state=(0.415384631890517, 0.03051282064272806): best=1 (0.365) | probs: 0:0.278, 1:0.365, 2:0.357
state=(0.415384631890517, 0.0341025642477549): best=1 (0.366) | probs: 0:0.278, 1:0.366, 2:0.357
state=(0.415384631890517, 0.03769230785278173): best=1 (0.366) | probs: 0:0.277, 1:0.366, 2:0.356
state=(0.415384631890517, 0.04128205145780857): best=1 (0.367) | probs: 0:0.277, 1:0.367, 2:0.356
state=(0.415384631890517, 0.044871795062835396): best=1 (0.368) | probs: 0:0.277, 1:0.368, 2:0.355
state=(0.415384631890517, 0.04846153866786222): best=1 (0.369) | probs: 0:0.276, 1:0.369, 2:0.355
state=(0.415384631890517, 0.05205128227288906): best=1 (0.370) | probs: 0:0.276, 1:0.370, 2:0.354
state=(0.415384631890517, 0.05564102587791589): best=1 (0.370) | probs: 0:0.276, 1:0.370, 2:0.354
state=(0.415384631890517, 0.05923076948294273): best=1 (0.371) | probs: 0:0.276, 1:0.371, 2:0.353
state=(0.415384631890517, 0.06282051308796954): best=1 (0.371) | probs: 0:0.276, 1:0.371, 2:0.353
state=(0.415384631890517, 0.06641025669299638): best=1 (0.372) | probs: 0:0.276, 1:0.372, 2:0.352
state=(0.415384631890517, 0.07000000029802322): best=1 (0.372) | probs: 0:0.276, 1:0.372, 2:0.352
state=(0.46153847987835217, -0.07000000029802322): best=2 (0.400) | probs: 0:0.265, 1:0.334, 2:0.400
state=(0.46153847987835217, -0.0664102566929964): best=2 (0.399) | probs: 0:0.264, 1:0.337, 2:0.399
state=(0.46153847987835217, -0.06282051308796956): best=2 (0.399) | probs: 0:0.263, 1:0.339, 2:0.399
state=(0.46153847987835217, -0.05923076948294273): best=2 (0.398) | probs: 0:0.261, 1:0.341, 2:0.398
state=(0.46153847987835217, -0.055641025877915896): best=2 (0.397) | probs: 0:0.260, 1:0.343, 2:0.397
state=(0.46153847987835217, -0.05205128227288906): best=2 (0.396) | probs: 0:0.259, 1:0.345, 2:0.396
state=(0.46153847987835217, -0.048461538667862236): best=2 (0.396) | probs: 0:0.257, 1:0.347, 2:0.396
state=(0.46153847987835217, -0.0448717950628354): best=2 (0.395) | probs: 0:0.256, 1:0.349, 2:0.395
state=(0.46153847987835217, -0.04128205145780857): best=2 (0.394) | probs: 0:0.255, 1:0.351, 2:0.394
state=(0.46153847987835217, -0.037692307852781735): best=2 (0.394) | probs: 0:0.254, 1:0.353, 2:0.394
state=(0.46153847987835217, -0.0341025642477549): best=2 (0.393) | probs: 0:0.253, 1:0.354, 2:0.393
state=(0.46153847987835217, -0.030512820642728075): best=2 (0.392) | probs: 0:0.252, 1:0.356, 2:0.392
state=(0.46153847987835217, -0.02692307703770124): best=2 (0.391) | probs: 0:0.251, 1:0.358, 2:0.391
state=(0.46153847987835217, -0.023333333432674408): best=2 (0.391) | probs: 0:0.250, 1:0.360, 2:0.391
state=(0.46153847987835217, -0.01974358982764758): best=2 (0.390) | probs: 0:0.249, 1:0.361, 2:0.390
state=(0.46153847987835217, -0.016153846222620748): best=2 (0.389) | probs: 0:0.248, 1:0.363, 2:0.389
state=(0.46153847987835217, -0.012564102617593914): best=2 (0.389) | probs: 0:0.247, 1:0.364, 2:0.389
state=(0.46153847987835217, -0.00897435901256708): best=2 (0.388) | probs: 0:0.246, 1:0.366, 2:0.388
state=(0.46153847987835217, -0.005384615407540247): best=2 (0.387) | probs: 0:0.245, 1:0.367, 2:0.387
state=(0.46153847987835217, -0.0017948718025134203): best=2 (0.387) | probs: 0:0.245, 1:0.369, 2:0.387
state=(0.46153847987835217, 0.0017948718025134203): best=2 (0.386) | probs: 0:0.244, 1:0.370, 2:0.386
state=(0.46153847987835217, 0.005384615407540247): best=2 (0.385) | probs: 0:0.243, 1:0.371, 2:0.385
state=(0.46153847987835217, 0.008974359012567074): best=2 (0.385) | probs: 0:0.243, 1:0.373, 2:0.385
state=(0.46153847987835217, 0.012564102617593914): best=2 (0.384) | probs: 0:0.242, 1:0.374, 2:0.384
state=(0.46153847987835217, 0.01615384622262074): best=2 (0.383) | probs: 0:0.241, 1:0.375, 2:0.383
state=(0.46153847987835217, 0.019743589827647567): best=2 (0.383) | probs: 0:0.241, 1:0.376, 2:0.383
state=(0.46153847987835217, 0.023333333432674408): best=2 (0.382) | probs: 0:0.240, 1:0.377, 2:0.382
state=(0.46153847987835217, 0.026923077037701235): best=2 (0.382) | probs: 0:0.240, 1:0.378, 2:0.382
state=(0.46153847987835217, 0.03051282064272806): best=2 (0.381) | probs: 0:0.240, 1:0.379, 2:0.381
state=(0.46153847987835217, 0.0341025642477549): best=2 (0.381) | probs: 0:0.239, 1:0.380, 2:0.381
state=(0.46153847987835217, 0.03769230785278173): best=1 (0.381) | probs: 0:0.239, 1:0.381, 2:0.380
state=(0.46153847987835217, 0.04128205145780857): best=1 (0.382) | probs: 0:0.239, 1:0.382, 2:0.379
state=(0.46153847987835217, 0.044871795062835396): best=1 (0.383) | probs: 0:0.238, 1:0.383, 2:0.379
state=(0.46153847987835217, 0.04846153866786222): best=1 (0.384) | probs: 0:0.238, 1:0.384, 2:0.378
state=(0.46153847987835217, 0.05205128227288906): best=1 (0.384) | probs: 0:0.238, 1:0.384, 2:0.378
state=(0.46153847987835217, 0.05564102587791589): best=1 (0.385) | probs: 0:0.238, 1:0.385, 2:0.377
state=(0.46153847987835217, 0.05923076948294273): best=1 (0.385) | probs: 0:0.238, 1:0.385, 2:0.377
state=(0.46153847987835217, 0.06282051308796954): best=1 (0.386) | probs: 0:0.238, 1:0.386, 2:0.376
